ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,LIGHT_CONDITION,SEVERITY,SPEED_ZONE,LONGITUDE,LATITUDE,RMA
T20140026088,16/12/2014,10.30.00,Collision with vehicle                   ,Monday,Right Far (Intersections Only)               ,Day                             ,Other injury accident                    ,50 km/hr                          ,145.28785,-38.01485,Local Road
T20140026092,16/12/2014,17.20.00,Collision with vehicle                   ,Tuesday,Cross Traffic(Intersections Only)              ,Day                             ,Serious injury accident                   ,50 km/hr                          ,145.35715,-36.39163,Local Road
T20140026093,16/12/2014,23.40.00,Collision with a fixed object                ,Monday,Right Off Carriageway Into Object/Parked Vehicle      ,Dark Street lights on,Other injury accident                    ,100 km/hr                          ,144.88538,-37.73381,Freeway
T20140026094,17/12/2014,01.10.00,Collision with vehicle                   ,Wednesday,Vehicle Strikes Door Of Parked/Stationary Vehicle      ,Dark Street lights on,Other injury accident                    ,60 km/hr                          ,145.03748,-37.91829,Arterial Other
T20140026095,17/12/2014,00.28.00,Collision with vehicle                   ,Wednesday,Reversing Into Fixed Object/Parked Vehicle         ,Dark Street lights on,Serious injury accident                   ,50 km/hr                          ,145.11843,-37.93269,Local Road
T20140026099,4/12/2014,12.30.00,Collision with vehicle                   ,Wednesday,Rear End(Vehicles In Same Lane)               ,Day                             ,Other injury accident                    ,60 km/hr                          ,144.88185,-37.77512,Local Road
T20140026102,15/12/2014,15.30.00,Collision with vehicle                   ,Monday,Vehicle Strikes Door Of Parked/Stationary Vehicle      ,Day                             ,Serious injury accident                   ,40 km/hr                          ,144.98561,-37.81064,Local Road
T20140026105,17/12/2014,06.55.00,Collision with vehicle                   ,Wednesday,Rear End(Vehicles In Same Lane)               ,Dusk/Dawn                          ,Other injury accident                    ,100 km/hr                          ,145.14367,-38.04966,Freeway
T20140026109,17/12/2014,06.10.00,Collision with vehicle                   ,Wednesday,Reversing Into Fixed Object/Parked Vehicle         ,Dusk/Dawn                          ,Serious injury accident                   ,50 km/hr                          ,144.74639,-37.6913,Local Road
T20140026110,17/12/2014,08.45.00,Collision with vehicle                   ,Wednesday,Right Near (Intersections Only)               ,Day                             ,Other injury accident                    ,60 km/hr                          ,143.84505,-37.57525,Arterial Highway
T20140026114,17/12/2014,11.07.00,Collision with vehicle                   ,Tuesday,Right Through                        ,Day                             ,Other injury accident                    ,60 km/hr                          ,145.09497,-38.19099,Arterial Highway
T20140026115,17/12/2014,10.25.00,Collision with vehicle                   ,Tuesday,Right Through                        ,Day                             ,Other injury accident                    ,60 km/hr                          ,145.2099,-37.74739,Arterial Other
T20140026120,17/12/2014,10.15.00,Collision with vehicle                   ,Wednesday,Vehicle Strikes Another Veh While Emerging From Driveway,Day                             ,Serious injury accident                   ,60 km/hr                          ,144.96484,-37.75554,Arterial Other
T20140026121,16/12/2014,18.20.00,Collision with vehicle                   ,Tuesday,Cross Traffic(Intersections Only)              ,Day                             ,Serious injury accident                   ,80 km/hr                          ,145.41579,-36.34756,Local Road
T20140026122,17/12/2014,07.00.00,Collision with vehicle                   ,Wednesday,Right Rear.                         ,Day                             ,Serious injury accident                   ,40 km/hr                          ,144.96394,-37.75648,Arterial Other
T20140026123,17/12/2014,11.00.00,Collision with vehicle                   ,Tuesday,Pulling Out (Overtaking)                  ,Day                             ,Serious injury accident                   ,100 km/hr                          ,145.49612,-36.3647,Arterial Other
T20140026124,17/12/2014,13.00.00,Vehicle overturned (no collision)              ,Wednesday,Out Of Control On Carriageway (On Straight)         ,Day                             ,Other injury accident                    ,Not known                          ,145.78894,-37.19224,Local Road
T20140026125,17/12/2014,11.20.00,Collision with vehicle                   ,Tuesday,Cross Traffic(Intersections Only)              ,Day                             ,Other injury accident                    ,60 km/hr                          ,145.02026,-37.81274,Arterial Other
T20140026127,16/12/2014,23.53.00,Collision with vehicle                   ,Monday,Right Through                        ,Dark Street lights on,Serious injury accident                   ,60 km/hr                          ,145.01306,-37.68787,Arterial Other
T20140026128,7/11/2014,15.00.00,Collision with vehicle                   ,Friday,Rear End(Vehicles In Same Lane)               ,Unk.                            ,Other injury accident                    ,60 km/hr                          ,145.08519,-37.9101,Arterial Highway
T20140026132,17/12/2014,12.15.00,Collision with vehicle                   ,Tuesday,Rear End(Vehicles In Same Lane)               ,Day                             ,Serious injury accident                   ,80 km/hr                          ,145.32828,-37.76043,Arterial Highway
T20140026138,17/12/2014,10.30.00,Collision with vehicle                   ,Wednesday,Rear End(Vehicles In Same Lane)               ,Day                             ,Other injury accident                    ,80 km/hr                          ,145.30848,-38.01814,Freeway
T20140026139,17/12/2014,12.20.00,Collision with vehicle                   ,Tuesday,Cross Traffic(Intersections Only)              ,Day                             ,Other injury accident                    ,50 km/hr                          ,144.85632,-37.83207,Arterial Other
T20140026140,17/12/2014,12.30.00,Collision with vehicle                   ,Tuesday,Other On Path                        ,Day                             ,Serious injury accident                   ,50 km/hr                          ,144.98801,-37.85536,Local Road
T20140026146,17/12/2014,13.45.00,Collision with a fixed object                ,Wednesday,Off Right Bend Into Object/Parked Vehicle          ,Day                             ,Other injury accident                    ,70 km/hr                          ,145.03248,-37.7485,Arterial Highway
T20140026147,17/12/2014,14.25.00,Collision with vehicle                   ,Wednesday,Left Rear                          ,Day                             ,Other injury accident                    ,60 km/hr                          ,144.57742,-37.67913,Local Road
